# BLASTX 2.2.25+
# Query: scaffold00001 length=8753096
# Database: /nfs4shares/tmockler_share/Genomes/Arabidopsis_thaliana/BLASTDBs/Athaliana.AA.fa
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 3190 hits found
scaffold00001	AT1G74360.1	30.77	104	68	2	7526317	7526622	987	1088	5e-109	52.8
scaffold00001	AT1G74360.1	30.12	986	527	29	7531372	7534116	193	1087	2e-76	 295
scaffold00001	AT1G74360.1	39.30	313	171	6	7566397	7565489	802	1105	1e-47	 200
scaffold00001	AT1G74360.1	38.97	290	167	6	7569083	7568232	800	1085	2e-38	 169
scaffold00001	AT1G74360.1	29.22	421	289	8	7531369	7532622	75	489	6e-32	 148
scaffold00001	AT1G74360.1	28.31	378	262	5	7531564	7532688	92	463	4e-29	 139
scaffold00001	AT1G74360.1	35.05	214	131	3	7432308	7431676	256	464	4e-19	 105
scaffold00001	AT1G74360.1	34.46	148	83	2	7431315	7430890	801	940	2e-14	90.5
scaffold00001	AT1G74360.1	28.51	235	162	3	7432311	7431607	90	318	2e-13	87.0
scaffold00001	AT1G74360.1	29.71	239	140	3	7432554	7431841	272	483	5e-11	79.0
scaffold00001	AT1G74360.1	41.18	85	49	1	7432305	7432051	575	658	1e-08	71.2
scaffold00001	AT1G74360.1	34.01	147	63	4	7432176	7431757	564	683	5e-08	68.9
scaffold00001	AT4G02660.1	53.90	1050	407	15	1629869	1626807	1884	2885	0.0	 989
scaffold00001	AT4G02660.1	70.14	556	162	3	1631898	1630243	1338	1893	0.0	 776
scaffold00001	AT4G02660.1	65.04	389	136	0	1623846	1622680	3134	3522	4e-154	 554
scaffold00001	AT4G02660.1	56.93	411	157	3	1635514	1634327	345	750	3e-97	 365
scaffold00001	AT4G02660.1	52.89	363	117	4	1633153	1632074	1027	1338	9e-87	 330
scaffold00001	AT4G02660.1	89.09	110	12	0	1625202	1624873	2983	3092	6e-76	 211
scaffold00001	AT4G02660.1	86.79	53	7	0	1624759	1624601	3085	3137	6e-76	 105
scaffold00001	AT4G02660.1	50.21	237	112	2	1634172	1633474	748	982	2e-58	 208
scaffold00001	AT4G02660.1	66.67	36	11	1	1633391	1633284	982	1016	2e-58	49.3
scaffold00001	AT4G02660.1	81.90	105	19	0	1625695	1625381	2881	2985	1e-43	 187
scaffold00001	AT4G02660.1	42.66	143	48	2	8496290	8496703	3097	3210	3e-20	 109
scaffold00001	AT4G02660.1	38.51	148	87	2	8492821	8493255	2824	2970	8e-17	98.2
scaffold00001	AT4G02660.1	60.27	73	27	1	8494138	8494350	3024	3096	7e-15	91.7
scaffold00001	AT4G02660.1	74.24	66	17	0	1637213	1637016	220	285	2e-09	73.6
scaffold00001	AT4G02660.1	88.89	36	4	0	1635813	1635706	308	343	3e-07	66.2
scaffold00001	AT4G02660.1	61.22	49	19	0	1642420	1642274	116	164	8e-06	61.6
scaffold00001	AT4G20270.1	52.98	857	386	9	7523669	7526203	32	883	0.0	 861
scaffold00001	AT4G20270.1	66.98	106	34	1	7526317	7526631	884	989	0.0	 150
scaffold00001	AT4G20270.1	35.37	981	512	17	7531369	7534119	64	986	8e-133	 483
scaffold00001	AT1G75820.1	53.48	847	376	9	7523681	7526203	29	863	0.0	 841
scaffold00001	AT1G75820.1	61.61	112	38	1	7526317	7526637	864	975	0.0	 139
scaffold00001	AT1G75820.1	33.33	1017	499	22	7531321	7534110	43	967	3e-129	 471
scaffold00001	AT5G67360.1	69.20	737	216	4	6822036	6819832	31	758	0.0	 953
scaffold00001	AT4G16370.1	81.55	206	38	0	5809334	5808717	533	738	0.0	 378
scaffold00001	AT4G16370.1	79.70	197	40	0	5810596	5810006	193	389	0.0	 347
scaffold00001	AT4G16370.1	68.00	175	27	1	5809932	5809408	388	533	0.0	 224
scaffold00001	AT4G16370.1	61.70	47	18	0	5810856	5810716	151	197	0.0	72.0
scaffold00001	AT4G16370.1	63.29	207	76	0	8632094	8631474	532	738	1e-166	 281
scaffold00001	AT4G16370.1	52.36	191	89	1	8633420	8632854	197	387	1e-166	 222
scaffold00001	AT4G16370.1	40.74	189	57	2	8632738	8632172	401	534	1e-166	 137
scaffold00001	AT4G16370.1	78.88	161	33	1	5811611	5811129	6	165	1e-65	 260
scaffold00001	AT4G16370.1	56.46	147	61	1	8634903	8634463	22	165	2e-42	 182
scaffold00001	AT4G16370.1	70.27	37	11	0	8634195	8634085	164	200	2e-07	66.6
scaffold00001	AT5G49660.1	54.53	950	384	6	7531282	7534119	31	936	0.0	 950
scaffold00001	AT5G49660.1	35.45	849	465	18	7523726	7526203	46	834	2e-144	 457
scaffold00001	AT5G49660.1	48.00	100	50	2	7526317	7526613	835	933	2e-144	87.8
scaffold00001	AT5G02860.1	62.25	755	271	4	6764429	6762165	77	817	0.0	 948
scaffold00001	AT5G02860.1	28.76	598	422	4	8032333	8030543	187	781	9e-71	 277
scaffold00001	AT5G02860.1	28.63	510	360	3	7010116	7008590	296	802	3e-57	 232
scaffold00001	AT5G02860.1	27.06	558	406	1	7010146	7008476	215	772	2e-56	 229
scaffold00001	AT5G02860.1	29.27	427	301	1	7010146	7008866	356	781	1e-53	 220
scaffold00001	AT5G02860.1	24.22	669	430	6	7010110	7008224	154	785	5e-53	 218
scaffold00001	AT5G02860.1	23.58	598	420	2	8032162	8030372	172	733	4e-50	 208
scaffold00001	AT5G02860.1	25.30	419	306	5	7768778	7767534	153	568	2e-29	 139
scaffold00001	AT5G02860.1	21.91	461	320	5	8032777	8031509	353	811	1e-28	 137
scaffold00001	AT5G02860.1	22.95	623	405	17	7773084	7774865	179	755	3e-28	 135
scaffold00001	AT5G02860.1	25.05	455	314	8	8031607	8030282	146	586	1e-26	 130
scaffold00001	AT5G02860.1	27.69	372	247	10	7773078	7774133	353	722	3e-23	 119
scaffold00001	AT5G02860.1	21.56	589	349	13	8105959	8107425	185	760	7e-23	 118
scaffold00001	AT5G02860.1	22.55	408	273	6	7768718	7767609	386	788	9e-23	 117
scaffold00001	AT5G02860.1	25.83	302	176	5	8460614	8459742	307	571	1e-17	 100
scaffold00001	AT5G02860.1	24.49	445	263	14	8106046	8107299	391	789	3e-16	96.3
scaffold00001	AT5G02860.1	24.91	277	205	2	7768262	7767435	187	461	3e-13	86.3
scaffold00001	AT5G02860.1	23.26	301	190	4	7768721	7767933	490	787	4e-13	85.9
scaffold00001	AT5G02860.1	19.79	374	283	5	8223690	8224769	177	547	5e-13	85.5
scaffold00001	AT5G02860.1	21.33	361	269	7	8460638	8459592	193	550	7e-13	85.1
scaffold00001	AT5G02860.1	21.06	546	341	12	8223189	8224769	213	687	2e-12	83.6
scaffold00001	AT5G02860.1	20.38	368	273	7	8106580	8107629	187	552	1e-10	77.8
scaffold00001	AT5G02860.1	23.73	316	186	9	7773825	7774715	154	433	7e-10	75.1
scaffold00001	AT5G02860.1	21.90	443	278	15	7772835	7773989	344	776	6e-09	72.0
scaffold00001	AT5G02860.1	20.72	444	324	8	8460998	8459724	353	787	4e-08	69.3
scaffold00001	AT5G02860.1	20.89	493	340	7	8223186	8224616	318	776	6e-08	68.6
scaffold00001	AT2G41820.1	59.31	779	313	4	5426681	5424354	4	781	0.0	 798
scaffold00001	AT2G41820.1	73.83	107	28	0	5424255	5423935	782	888	0.0	 163
scaffold00001	AT2G41820.1	34.02	729	420	13	7524167	7526203	64	781	3e-107	 337
scaffold00001	AT2G41820.1	44.34	106	54	3	7526317	7526622	782	886	3e-107	84.0
scaffold00001	AT2G41820.1	32.77	885	520	13	7531540	7534131	60	890	3e-94	 355
scaffold00001	AT2G41820.1	34.07	499	272	8	7523738	7525156	43	510	3e-61	 245
scaffold00001	AT2G41820.1	25.35	990	599	27	6636301	6633413	10	886	9e-47	 197
scaffold00001	AT2G41820.1	31.03	448	299	7	6636532	6635210	43	487	5e-38	 168
scaffold00001	AT2G41820.1	31.22	378	255	4	7531408	7532535	136	510	2e-33	 153
scaffold00001	AT2G41820.1	29.29	338	176	7	6636409	6635423	205	488	7e-23	 118
scaffold00001	AT2G41820.1	35.84	226	145	0	7523837	7524514	289	514	2e-22	 116
scaffold00001	AT2G41820.1	29.43	367	220	8	7432731	7431634	31	359	8e-19	 104
scaffold00001	AT2G41820.1	33.33	291	190	3	7432554	7431682	178	464	2e-16	97.1
scaffold00001	AT2G41820.1	30.37	270	129	5	7432554	7431757	274	488	1e-15	94.4
scaffold00001	AT5G10370.1	56.50	823	338	7	3798841	3801303	323	1127	0.0	 887
scaffold00001	AT5G10370.1	37.33	367	204	7	5498663	5499721	442	796	4e-54	 207
scaffold00001	AT5G10370.1	62.50	24	9	0	5498520	5498591	421	444	4e-54	35.8
scaffold00001	AT5G10370.1	35.84	226	135	4	3797064	3797738	108	324	1e-24	 124
scaffold00001	AT2G14960.1	69.23	533	112	3	6709857	6711452	107	588	0.0	 738
scaffold00001	AT2G14960.1	77.36	106	24	0	6709442	6709759	1	106	0.0	 167
scaffold00001	AT3G29360.2	89.60	481	50	0	6312829	6314271	1	481	0.0	 881
scaffold00001	AT3G29360.1	89.60	481	50	0	6312829	6314271	1	481	0.0	 881
scaffold00001	AT4G01020.1	56.01	823	342	7	3798841	3801303	320	1124	0.0	 879
scaffold00001	AT4G01020.1	37.06	367	205	7	5498663	5499721	439	793	8e-52	 201
scaffold00001	AT4G01020.1	58.33	24	10	0	5498520	5498591	418	441	8e-52	34.7
scaffold00001	AT4G01020.1	34.07	226	139	4	3797064	3797738	105	321	7e-26	 128
scaffold00001	AT1G74750.1	55.39	890	336	20	4700746	4698158	1	856	0.0	 876
scaffold00001	AT1G74750.1	31.10	328	226	0	6763805	6762822	351	678	2e-43	 186
scaffold00001	AT1G74750.1	23.98	563	392	6	5824783	5826462	315	844	1e-35	 160
scaffold00001	AT1G74750.1	27.30	315	220	3	6764174	6763230	342	647	2e-32	 150
scaffold00001	AT1G74750.1	29.55	308	215	2	7009537	7008617	358	664	2e-32	 149
scaffold00001	AT1G74750.1	27.30	337	240	3	6764027	6763020	315	647	8e-32	 147
scaffold00001	AT1G74750.1	28.93	356	243	6	7768916	7767861	297	646	3e-30	 142
scaffold00001	AT1G74750.1	27.76	299	216	0	8032189	8031293	349	647	7e-29	 138
scaffold00001	AT1G74750.1	28.92	287	204	0	7009948	7009088	361	647	7e-29	 138
scaffold00001	AT1G74750.1	25.89	336	245	2	6763502	6762498	314	646	1e-28	 137
scaffold00001	AT1G74750.1	28.04	296	213	0	5694651	5693764	351	646	4e-28	 135
scaffold00001	AT1G74750.1	28.10	274	197	0	8031952	8031131	358	631	1e-26	 130
scaffold00001	AT1G74750.1	26.10	341	236	5	7768532	7767546	308	644	4e-26	 129
scaffold00001	AT1G74750.1	29.93	294	206	0	7009864	7008983	354	647	9e-26	 127
scaffold00001	AT1G74750.1	24.15	294	223	0	6763586	6762705	354	647	8e-25	 124
scaffold00001	AT1G74750.1	27.78	306	220	1	5694963	5694046	352	656	1e-24	 124
scaffold00001	AT1G74750.1	23.12	333	248	3	6763289	6762300	315	642	1e-24	 124
scaffold00001	AT1G74750.1	26.93	323	229	1	7009828	7008881	324	646	2e-24	 123
scaffold00001	AT1G74750.1	25.42	358	245	2	5695464	5694394	310	646	4e-23	 119
scaffold00001	AT1G74750.1	26.19	294	217	0	8032069	8031188	354	647	7e-23	 118
scaffold00001	AT1G74750.1	26.12	356	244	5	5695176	5694151	316	666	3e-21	 112
scaffold00001	AT1G74750.1	27.75	209	150	1	7010110	7009484	448	655	7e-21	 111
scaffold00001	AT1G74750.1	26.43	280	202	2	7010131	7009301	368	646	5e-19	 105
scaffold00001	AT1G74750.1	22.33	300	233	0	6763280	6762381	351	650	1e-18	 104
scaffold00001	AT1G74750.1	23.15	337	223	1	8031775	8030765	347	647	9e-18	 101
scaffold00001	AT1G74750.1	34.62	182	119	0	8030917	8030372	352	533	2e-17	 100
scaffold00001	AT1G74750.1	24.01	279	177	1	6763061	6762225	354	597	2e-17	 100
scaffold00001	AT1G74750.1	30.38	237	165	0	8031052	8030342	377	613	4e-16	95.9
scaffold00001	AT1G74750.1	25.21	349	236	3	5694237	5693191	349	672	1e-15	94.4
scaffold00001	AT1G74750.1	23.10	329	217	2	8031439	8030453	354	646	1e-15	94.0
scaffold00001	AT1G74750.1	25.82	364	191	11	6245265	6246320	356	652	2e-15	93.2
scaffold00001	AT1G74750.1	26.69	251	183	1	7009240	7008491	352	602	3e-15	92.8
scaffold00001	AT1G74750.1	26.78	239	156	5	6352742	6353419	356	588	4e-15	92.4
scaffold00001	AT1G74750.1	26.07	303	203	5	4780522	4781409	287	575	3e-14	89.7
scaffold00001	AT1G74750.1	27.36	201	146	0	8030974	8030372	368	568	4e-13	85.9
scaffold00001	AT1G74750.1	24.23	227	165	3	8106763	8107425	370	595	1e-11	80.9
scaffold00001	AT1G74750.1	23.47	554	327	16	8460533	8459019	298	803	3e-11	79.7
scaffold00001	AT1G74750.1	24.60	313	218	7	6257010	6257930	365	665	3e-10	76.3
scaffold00001	AT1G74750.1	23.99	346	204	8	8106457	8107428	372	680	3e-10	76.3
scaffold00001	AT1G74750.1	23.01	326	196	8	7773777	7774730	310	588	9e-10	74.7
scaffold00001	AT1G74750.1	30.47	128	89	0	6762650	6762267	351	478	1e-09	74.3
scaffold00001	AT1G74750.1	27.71	231	153	4	7008919	7008248	354	577	2e-09	73.6
scaffold00001	AT1G74750.1	27.62	210	133	5	4780714	4781337	463	655	8e-09	71.6
scaffold00001	AT1G74750.1	22.19	311	221	5	8032906	8032028	340	647	1e-08	70.9
scaffold00001	AT1G74750.1	21.33	300	219	6	8460608	8459748	354	649	2e-08	70.5
scaffold00001	AT1G74750.1	28.57	217	140	4	4780774	4781421	342	544	2e-08	70.1
scaffold00001	AT1G74750.1	21.71	327	210	5	6326735	6327658	379	678	5e-08	68.9
scaffold00001	AT1G74750.1	24.11	224	165	2	8106775	8107434	341	563	8e-08	68.2
scaffold00001	AT1G74750.1	21.38	290	214	4	6352457	6353287	362	650	2e-07	66.6
scaffold00001	AT1G74750.1	22.69	238	175	3	5603998	5604687	354	590	4e-07	65.9
scaffold00001	AT1G74750.1	24.44	270	186	6	6618582	6617812	383	647	5e-07	65.5
